"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-01-27",,,"0.00",,,,"62","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-01-28",,,"0.00",,,,"65","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-01-29",,,"0.00",,,,"67","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-01-30",,,"0.00",,,,"60","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-01-31",,,"0.00",,,,"58","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-01",,,"0.00",,,,"61","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-02",,,"0.00",,,,"62","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-03",,,"0.04",,,,"59","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-04",,,"0.03",,,,"61","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-05",,,"0.00",,,,"64","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-06",,,"0.00",,,,"62","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-07",,,"0.00",,,,"60","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-08",,,"0.00",,,,"62","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-09",,,"0.00",,,,"58","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-10",,,"0.00",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-11",,,"0.00",,,,"56","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-12",,,"0.00",,,,"63","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-13",,,"0.00",,,,"69","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-14",,,"0.00",,,,"74","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-15",,,"0.00",,,,"74","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-16",,,"0.03",,,,"66","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-17",,,"0.22",,,,"61","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-18",,,"0.00",,,,"65","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-19",,,"0.00",,,,"61","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-20",,,"0.00",,,,"66","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-21",,,"0.00",,,,"61","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-22",,,"0.00",,,,"65","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-23",,,"0.00",,,,"66","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-24",,,"0.00",,,,"67","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-25",,,"0.00",,,,"69","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-26",,,"0.00",,,,"64","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-27",,,"0.00",,,,"58","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-02-28",,,"0.00",,,,"63","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-01",,,"0.00",,,,"57","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-02",,,"0.11",,,,"58","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-03",,,"0.07",,,,"57","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-04",,,"0.00",,,,"61","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-05",,,"0.00",,,,"65","44",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-06",,,"0.00",,,,"61","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-07",,,"0.00",,,,"63","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-08",,,"0.00",,,,"67","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-09",,,"0.00",,,,"72","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-10",,,"0.00",,,,"76","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-11",,,"0.00",,,,"64","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-12",,,"0.00",,,,"62","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-13",,,"0.00",,,,"69","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-14",,,"0.00",,,,"75","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-15",,,"0.00",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-16",,,"0.10",,,,"59","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-17",,,"0.17",,,,"66","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-18",,,"0.00",,,,"76","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-19",,,"0.00",,,,"78","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-20",,,"0.00",,,,"74","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-21",,,"0.00",,,,"79","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-22",,,"0.00",,,,"65","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-23",,,"0.00",,,,"67","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-24",,,"0.00",,,,"75","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-25",,,"0.00",,,,"81","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-26",,,"0.00",,,,"61","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-27",,,"0.00",,,,"66","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-28",,,"0.00",,,,"69","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-29",,,"0.00",,,,"77","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-30",,,"0.13",,,,"59","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-03-31",,,"0.00",,,,"59","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-01",,,"0.00",,,,"65","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-02",,,"0.00",,,,"71","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-03",,,"0.00",,,,"78","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-04",,,"0.00",,,,"64","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-05",,,"0.00",,,,"62","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-06",,,"0.00",,,,"59","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-07",,,"0.00",,,,"61","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-08",,,"0.00",,,,"62","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-09",,,"0.00",,,,"60","45",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-10",,,"0.00",,,,"67","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-11",,,"0.00",,,,"67","46",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-12",,,"0.00",,,,"62","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-13",,,"0.00",,,,"60","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-14",,,"0.00",,,,"70","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-15",,,"0.00",,,,"78","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-16",,,"0.00",,,,"64","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-17",,,"0.00",,,,"70","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-18",,,"0.20",,,,"70","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-19",,,"0.05",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-20",,,"0.00",,,,"68","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-21",,,"0.00",,,,"65","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-22",,,"0.04",,,,"63","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-23",,,"0.00",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-24",,,"0.00",,,,"65","48",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-25",,,"0.00",,,,"79","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-26",,,"0.00",,,,"73","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-27",,,"0.00",,,,"65","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-28",,,"0.00",,,,"61","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-29",,,"0.00",,,,"61","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-04-30",,,"0.00",,,,"65","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-01",,,"0.00",,,,"65","47",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-02",,,"0.00",,,,"63","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-03",,,"0.00",,,,"65","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-04",,,"0.00",,,,"67","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-05",,,"0.00",,,,"65","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-06",,,"0.00",,,,"72","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-07",,,"0.00",,,,"70","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-08",,,"0.00",,,,"62","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-09",,,"0.00",,,,"70","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-10",,,"0.00",,,,"60","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-11",,,"0.00",,,,"62","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-12",,,"0.00",,,,"71","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-13",,,"0.00",,,,"75","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-14",,,"0.00",,,,"72","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-15",,,"0.00",,,,"78","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-16",,,"0.00",,,,"94","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-17",,,"0.00",,,,"94","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-18",,,"0.00",,,,"73","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-19",,,"0.00",,,,"67","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-20",,,"0.00",,,,"65","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-21",,,"0.00",,,,"67","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-22",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-23",,,"0.16",,,,"69","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-24",,,"0.00",,,,"68","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-25",,,"0.00",,,,"67","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-26",,,"0.00",,,,"70","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-27",,,"0.00",,,,"77","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-28",,,"0.00",,,,"70","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-29",,,"0.00",,,,"78","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-30",,,"0.00",,,,"75","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-05-31",,,"0.00",,,,"84","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-01",,,"0.00",,,,"70","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-02",,,"0.00",,,,"74","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-03",,,"0.24",,,,"68","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-04",,,"0.04",,,,"68","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-05",,,"0.00",,,,"70","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-06",,,"0.00",,,,"75","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-07",,,"0.00",,,,"70","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-08",,,"0.00",,,,"67","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-09",,,"0.00",,,,"69","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-10",,,"0.00",,,,"61","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-11",,,"0.00",,,,"67","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-12",,,"0.00",,,,"66","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-13",,,"0.00",,,,"71","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-14",,,"0.00",,,,"77","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-15",,,"0.00",,,,"72","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-16",,,"0.00",,,,"70","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-17",,,"0.00",,,,"66","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-18",,,"0.00",,,,"70","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-19",,,"0.00",,,,"75","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-20",,,"0.00",,,,"66","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-21",,,"0.00",,,,"69","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-22",,,"0.00",,,,"70","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-23",,,"0.00",,,,"73","49",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-24",,,"0.00",,,,"77","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-25",,,"0.00",,,,"78","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-26",,,"0.00",,,,"63","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-27",,,"0.00",,,,"64","51",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-28",,,"0.00",,,,"64","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-29",,,"0.00",,,,"70","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-06-30",,,"0.02",,,,"71","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-01",,,"0.00",,,,"77","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-02",,,"0.00",,,,"79","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-03",,,"0.00",,,,"71","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-04",,,"0.00",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-05",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-06",,,"0.00",,,,"70","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-07",,,"0.00",,,,"74","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-08",,,"0.00",,,,"78","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-09",,,"0.00",,,,"71","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-10",,,"0.00",,,,"73","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-11",,,"0.00",,,,"70","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-12",,,"0.00",,,,"74","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-13",,,"0.00",,,,"68","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-14",,,"0.00",,,,"69","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-15",,,"0.00",,,,"70","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-16",,,"0.00",,,,"65","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-17",,,"0.00",,,,"69","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-18",,,"0.00",,,,"71","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-19",,,"0.00",,,,"68","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-20",,,"0.00",,,,"65","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-21",,,"0.00",,,,"72","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-22",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-23",,,"0.00",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-24",,,"0.00",,,,"72","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-25",,,"0.00",,,,"70","52",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-26",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-27",,,"0.00",,,,"70","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-28",,,"0.00",,,,"61","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-29",,,"0.00",,,,"68","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-30",,,"0.00",,,,"65","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-07-31",,,"0.00",,,,"68","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-01",,,"0.00",,,,"71","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-02",,,"0.00",,,,"67","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-03",,,"0.00",,,,"69","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-04",,,"0.00",,,,"82","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-05",,,"0.00",,,,"83","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-06",,,"0.00",,,,"76","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-07",,,"0.00",,,,"74","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-08",,,"0.00",,,,"73","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-09",,,"0.00",,,,"77","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-10",,,"0.00",,,,"71","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-11",,,"0.00",,,,"73","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-12",,,"0.00",,,,"70","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-13",,,"0.00",,,,"70","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-14",,,"0.00",,,,"71","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-15",,,"0.00",,,,"65","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-16",,,"0.00",,,,"70","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-17",,,"0.00",,,,"74","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-18",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-19",,,"0.54",,,,"76","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-20",,,"0.19",,,,"71","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-21",,,"0.00",,,,"80","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-22",,,"0.00",,,,"75","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-23",,,"0.00",,,,"75","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-24",,,"0.00",,,,"75","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-25",,,"0.00",,,,"76","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-26",,,"0.00",,,,"78","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-27",,,"0.00",,,,"74","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-28",,,"0.00",,,,"74","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-29",,,"0.00",,,,"71","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-30",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-08-31",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-01",,,"0.00",,,,"73","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-02",,,"0.00",,,,"75","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-03",,,"0.00",,,,"75","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-04",,,"0.00",,,,"84","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-05",,,"0.00",,,,"74","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-06",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-07",,,"0.00",,,,"71","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-08",,,"0.00",,,,"71","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-09",,,"0.00",,,,"73","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-10",,,"0.00",,,,"71","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-11",,,"0.00",,,,"77","62",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-12",,,"0.00",,,,"73","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-13",,,"0.00",,,,"71","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-14",,,"0.04",,,,"76","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-15",,,"0.00",,,,"75","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-16",,,"0.00",,,,"80","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-17",,,"0.00",,,,"72","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-18",,,"0.00",,,,"78","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-19",,,"0.00",,,,"70","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-20",,,"0.00",,,,"90","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-21",,,"0.00",,,,"74","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-22",,,"0.00",,,,"74","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-23",,,"0.00",,,,"97","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-24",,,"0.00",,,,"95","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-25",,,"0.00",,,,"69","60",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-26",,,"0.00",,,,"72","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-27",,,"0.00",,,,"77","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-28",,,"0.00",,,,"94","61",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-29",,,"0.00",,,,"87","58",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-09-30",,,"0.00",,,,"69","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-01",,,"0.00",,,,"69","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-02",,,"0.07",,,,"70","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-03",,,"0.00",,,,"74","56",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-04",,,"0.00",,,,"71","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-05",,,"0.00",,,,"71","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-06",,,"0.00",,,,"63","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-07",,,"0.00",,,,"64","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-08",,,"0.14",,,,"66","54",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-09",,,"0.79",,,,"66","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-10",,,"0.00",,,,"64","53",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-11",,,"0.00",,,,"65","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-12",,,"0.00",,,,"74","50",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-13",,,"0.00",,,,"80","55",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-14",,,"0.00",,,,"84","57",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-15",,,"0.00",,,,"88","59",
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","1997-10-16",,,"0.00",,,,"87","60",
